Α/Α Διαγωνιστικής Διαδικασίας;Συνοπτικός Τίτλος;Τίτλος/Αντικείμενο;Προϋπολογισμός (€ χωρίς ΦΠΑ);Ημ/νία Δημοσίευσης στο Portal;Ημ/νία Έναρξης Υποβολών;Καταληκτική Ημ/νία Υποβολών;Κωδικός CPV;Περιγραφή CPV;Αναθέτουσα Αρχή/Αναθέτων Φορέας;Τόπος Παράδοσης;Κατάσταση;Link
210172;ΔΥΝΑΜΙΚΟ ΣΥΣΤΗΜΑ ΑΓΟΡΩΝ ΠΕ ΧΙΟΥ 2023-2026;Ανάθεση των συμβάσεων παροχής υπηρεσιών μεταφοράς μαθητών δημοσίων σχολικών μονάδων Α/βαθμιας & Β/βαθμιας εκπαίδευσης χωρικής αρμοδιότητας Π.Ε Χίου για τα σχολικά έτη 2023-2024, 2024-2025 και 2025-2026, άνω των ορίων, με την εφαρμογή του Δυναμικού Συστήματος Αγορών (Δ.Σ.Α.);0;2023-08-22;2023-08-22;2026-12-31;;;ΠΕΡΙΦΕΡΕΙΑ ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ, ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΧΙΟΥ, ΕΣΩΤΕΡΙΚΗΣ ΛΕΙΤΟΥΡΓΙΑΣ, ΔΙΟΙΚΗΤΙΚΟΥ ΟΙΚΟΝΟΜΙΚΟΥ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/210172
205131;ΔΣΑ ΓΙΑ ΤΗΝ ΑΝΑΘΕΣΗ ΣΥΜΒ ΠΑΡ. ΥΠΗΡ. ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ ΠΕ ΚΑΣΤΟΡΙΑΣ 2023-2026;ΔΣΑ ΓΙΑ ΤΗΝ ΑΝΑΘΕΣΗ ΣΥΜΒ ΠΑΡ. ΥΠΗΡ. ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ ΠΕ ΚΑΣΤΟΡΙΑΣ 2023-2026;0;2023-07-26;2023-07-26;2026-08-31;;;ΠΕΡΙΦΕΡΕΙΑ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ-, ., ., .;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/205131
199130;63237/13684/21.7.2023 ΔΥΝΑΜΙΚΟ ΣΥΣΤΗΜΑ ΑΓΟΡΩΝ;ΑΝΑΘΕΣΗ ΥΠΗΡΕΣΙΑΣ ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ ΠΡΩΤΟΒΑΘΜΙΑΣ ΚΑΙ ΔΕΥΤΕΡΟΒΑΘΜΙΑΣ ΕΚΠΑΙΔΕΥΣΗΣ ΧΩΡΙΚΗΣ ΑΡΜΟΔΙΟΤΗΤΑΣ ΤΩΝ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΕΝΟΤΗΤΩΝ ΚΕΦΑΛΛΗΝΙΑΣ & ΙΘΑΚΗΣ ΓΙΑ ΤΑ ΣΧΟΛΙΚΑ ΕΤΗ 2023-2024, 2024-2025, 2025-2026 ΚΑΙ ΜΕ ΔΥΝΑΤΟΤΗΤΑ ΤΕΤΡΑΜΗΝΗΣ ΠΑΡΑΤΑΣΗΣ ΓΙΑ ΤΟ ΣΧΟΛΙΚΟ ΕΤΟΣ 2026-2027;0;2023-07-21;2023-07-27;2026-12-31;;;ΠΕΡΙΦΕΡΕΙΑ ΙΟΝΙΩΝ ΝΗΣΩΝ, ΕΣΩΤΕΡΙΚΗΣ ΛΕΙΤΟΥΡΓΙΑΣ, ΔΙΟΙΚΗΤΙΚΟΥ - ΟΙΚΟΝΟΜΙΚΟΥ ΠΕΡΙΦΕΡΕΙΑΚΗΣ ΕΝΟΤΗΤΑΣ ΚΕΦΑΛΛΗΝΙΑΣ, ΠΡΟΜΗΘΕΙΩΝ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/199130
195595;ΕΦΑΡΜΟΓΗ ΔΣΑ ΓΙΑ ΤΗΝ ΠΡΟΜΗΘΕΙΑ ΓΡΑΦΙΚΗΣ ΥΛΗΣ & ΑΝΑΛΩΣΙΜΩΝ ΕΙΔΩΝ ΓΙΑ ΤΙΣ ΑΝΑΓΚΕΣ;ΕΦΑΡΜΟΓΗ ΔΣΑ ΓΙΑ ΤΗΝ ΠΡΟΜΗΘΕΙΑ ΓΡΑΦΙΚΗΣ ΥΛΗΣ & ΑΝΑΛΩΣΙΜΩΝ ΕΙΔΩΝ ΓΙΑ ΤΙΣ ΑΝΑΓΚΕΣ ΤΩΝ ΥΠΗΡΕΣΙΩΝ Ν.ΚΥΚΛΑΔΩΝ ΤΗΣ ΠΕΡΙΦΕΡΕΙΑΣ ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ;0;2023-06-30;2023-06-30;2025-12-31;;;ΠΕΡΙΦΕΡΕΙΑ ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ-, ., ., ..;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/195595
197380,1;ΑΝΑΘΕΣΗ ΥΠΗΡΕΣΙΩΝ ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ ΠΕ ΔΩΔ/ΣΟΥ ΓΙΑ 2 ΣΧΟΛ.ΕΤΗ;ΕΦΑΡΜΟΓΗ ΔΣΑ ΓΙΑ ΤΗΝ ΑΝΑΘΕΣΗ ΥΠΗΡΕΣΙΩΝ ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ ΔΗΜΟΣΙΩΝ ΣΧΟΛΕΙΩΝ ΠΕ ΔΩΔ/ΣΟΥ ΓΙΑ ΣΧΟΛ.ΕΤΗ 2023-2025.;0;2023-06-30;2023-07-01;2025-07-28;;;ΠΕΡΙΦΕΡΕΙΑ ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ, ΕΣΩΤΕΡΙΚΗΣ ΛΕΙΤΟΥΡΓΙΑΣ, ΔΙΟΙΚ.& ΟΙΚ. ΔΩΔ/ΣΟΥ, ΠΡΟΜΗΘΕΙΩΝ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/197380,1
196611;683/2023 ΔΥΝΑΜΙΚΟ ΣΥΣΤΗΜΑ ΑΓΟΡΩΝ 2023-2026;ΔΥΝΑΜΙΚΟ ΣΥΣΤΗΜΑ ΑΓΟΡΩΝ 2023-2026 Π.Ε. ΑΡΓΟΛΙΔΑΣ;0;2023-06-28;2023-06-28;2026-08-31;;;ΠΕΡΙΦΕΡΕΙΑ ΠΕΛΟΠΟΝΝΗΣΟΥ -Π.Ε.ΑΡΓΟΛΙΔΑΣ, ΓΕΝΙΚΗ Δ/ΝΣΗ ΕΣΩΤΕΡΙΚΗΣ ΛΕΙΤΟΥΡΓΙΑΣ, Δ/ΝΣΗ ΔΙΟΙΚΗΤΙΚΟΥ-ΟΙΚΟΝΟΜΙΚΟΥ, ΤΜΗΜΑ ΠΡΟΜΗΘΕΙΩΝ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/196611
196876;ΔΣΑ ΚΟΡΙΝΘΙΑΣ ΓΙΑ ΤΑ ΣΧΟΛ. ΕΤΗ 2023-2024, 2024-2025, 2025-2026;ΔΥΝΑΜΙΚΟ ΣΥΣΤΗΜΑ ΑΓΟΡΩΝ ΓΙΑ ΤΗΝ ΑΝΑΘΕΣΗ ΥΠΗΡΕΣΙΩΝ ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ ΓΙΑ ΤΑ ΣΧΟΛΙΚΑ ΕΤΗ 2023-2024,2024-2025, 2025-2026;0;2023-06-27;2023-06-27;2027-01-31;;;ΠΕΡΙΦΕΡΕΙΑ ΠΕΛΟΠΟΝΝΗΣΟΥ-ΠΕ ΚΟΡΙΝΘΙΑΣ, ., ΔΙΟΙΚΗΤΙΚΟΥ-ΟΙΚΟΝΟΜΙΚΟΥ, ΠΡΟΜΗΘΕΙΩΝ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/196876
194189;ΔΥΝΑΜΙΚΟ ΣΥΣΤΗΜΑ ΑΓΟΡΩΝ ΑΝΑΘΕΣΗ ΠΑΡΟΧΗΣ ΥΠΗΡΕΣΙΩΝ ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ;ΔΥΝΑΜΙΚΟ ΣΥΣΤΗΜΑ ΑΓΟΡΩΝ ΑΝΑΘΕΣΗ ΠΑΡΟΧΗΣ ΥΠΗΡΕΣΙΩΝ ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ 2023,2024,2025 ΠΕ ΚΟΖΑΝΗΣ;0;2023-06-16;2023-06-16;2025-06-30;;;ΠΕΡΙΦ. ΔΥΤ. ΜΑΚΕΔΟΝΙΑΣ, ., ., ΠΡΟΜΗΘΕΙΩΝ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/194189
192582;ΔΣΑ-ΜΕΤΑΦΟΡΑ ΜΑΘΗΤΩΝ ΑΡΜΟΔΙΟΤΗΤΑΣ ΠΕ ΦΩΚΙΔΑΣ ΓΙΑ ΤΡΙΑ ΣΧΟΛΙΚΑ ΕΤΗ;Δ Ι Α Κ Η Ρ Υ Ξ Η ΔΥΝΑΜΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ ΑΓΟΡΩΝ (ΔΣΑ) « ΑΝΑΘΕΣΗ ΣΥΜΒΑΣΕΩΝ ΠΑΡΟΧΗΣ ΥΠΗΡΕΣΙΩΝ ΓΙΑ ΜΕΤΑΦΟΡΑ ΜΑΘΗΤΩΝ ΑΡΜΟΔΙΟΤΗΤΑΣ ΠΕ ΦΩΚΙΔΑΣ ΓΙΑ ΤΡΙΑ ΣΧΟΛΙΚΑ ΕΤΗ 2023-2024, 2024-2025 & 2025-2026 Εκτιμώμενη αξία σύμβασης : 3.251.613,00 € ΑΝΕΥ ΦΠΑ Συμπεριλαμβανομένου δικαιώματα προαίρεσης 20%;0;2023-05-11;2023-05-11;2026-08-31;;;ΠΕΡΙΦΕΡΕΙΑ ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ, ., ΔΙΟΙΚΗΤΙΚΟΥ-ΟΙΚΟΝΟΜΙΚΟΥ, ΠΡΟΜΗΘΕΙΩΝ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/192582
191899;ΔΥΝΑΜΙΚΟ ΣΥΣΤΗΜΑ ΠΕΒ (ΔΣΑ) 2 - ΑΙΤΗΣΕΙΣ ΣΥΜΜΕΤΟΧΗΣ Αριθ. Πρωτ. 92031/05-05-2023;Εφαρμογή του Δυναμικού Συστήματος Αγορών (ΔΣΑ) 2, για την ανάθεση υπηρεσιών, μεταφοράς μαθητών δημόσιων σχολείων της ΠΕΡΙΦΕΡΕΙΑΚΗΣ ΕΝΟΤΗΤΑΣ ΒΟΙΩΤΙΑΣ για τρία σχολικά έτη (2023-2024, 2024-2025, 2025-2026 ενδεικτικού συνολικού προϋπολογισμού 6.615.423,39€ άνευ ΦΠΑ και δικαιώματος προαίρεσης έως 28% [10.500.000,00€ συμπεριλαμβανομένων του ΦΠΑ και του δικαιώματος προαίρεσης έως 28%];0;2023-05-05;2023-05-05;2026-08-31;;;ΠΕΡΙΦΕΡΕΙΑ ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ, ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ, ΔΙΕΥΘΥΝΣΗ ΔΙΟΙΚΗΤΙΚΟΥ ΟΙΚΟΝΟΜΙΚΟΥ, ΤΜΗΜΑ ΠΡΟΜΗΘΕΙΩΝ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/191899
192178;ΔΥΝΑΜΙΚΟ ΣΥΣΤΗΜΑ ΑΓΟΡΩΝ Π.Ε. ΕΥΒΟΙΑΣ ΓΙΑ ΤΗΝ ΜΕΤΑΦΟΡΑ ΜΑΘΗΤΩΝ 2023-2026;ΗΛΕΚΤΡΟΝΙΚΟΣ ΔΙΑΓΩΝΙΣΜΟΣ ΓΙΑ ΤΗΝ ΑΝΑΘΕΣΗ ΣΥΜΒΑΣΕΩΝ ΠΑΡΟΧΗΣ ΥΠΗΡΕΣΙΩΝ ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ ΤΩΝ ΔΗΜΟΣΙΩΝ ΣΧΟΛΙΚΩΝ ΜΟΝΑΔΩΝ Α/ΘΜΙΑΣ & Β/ΘΜΙΑΣ ΕΚΠΑΙΔΕΥΣΗΣ ΧΩΡΙΚΗΣ ΑΡΜΟΔΙΟΤΗΤΑΣ ΠΕ ΕΥΒΟΙΑΣ ΓΙΑ ΤΡΙΑ ΣΧΟΛΙΚΑ ΕΤΗ 2023-2024, 2024-2025 & 2025-2026 ΜΕΣΩ ΔΥΝΑΜΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ ΑΓΟΡΩΝ (ΔΣΑ) ΣΥΝΟΛΙΚΟΥ ΠΡΟΫΠΟΛΟΓΙΣΜΟΥ 18.542.500,00 ευρώ;0;2023-05-03;2023-05-03;2026-08-31;;;ΠΕΡΙΦΕΡΕΙΑ ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ - Π.Ε. ΕΥΒΟΙΑΣ, ., ΔΙΕΥΘΥΝΣΗ ΑΝΑΠΤΥΞΗΣ, .;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/192178
191821;ΔΣΑ ΤΗΣ ΠΕ ΦΘΙΩΤΙΔΑΣ ΓΙΑ ΜΕΤΑΦΟΡΑ ΜΑΘΗΤΩΝ ΓΙΑ ΤΡΙΑ ΣΧΟΛΙΚΑ ΕΤΗ 2023-2026;Εφαρμογή Δυναμικού Συστήματος Αγορών (ΔΣΑ) τριετούς διάρκειας με τη χρήση του ΕΣΗΔΗΣ για την ανάθεση συμβάσεων παροχής υπηρεσιών «Μεταφοράς Μαθητών των δημόσιων σχολικών μονάδων Α΄/θμιας & Β’/θμιας Εκπαίδευσης χωρικής αρμοδιότητας Περιφερειακής Ενότητας Φθιώτιδας για τρία σχολικά έτη: 2023-2024, 2024-2025 & 2025-2026;0;2023-04-28;2023-04-28;2026-08-31;;;ΠΕΡΙΦΕΡΕΙΑ ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ, ., ΔΙΑΦΑΝΕΙΑΣ ΚΑΙ ΗΛΕΚΤ.ΔΙΑΚΥΒΕΡΝΗΣΗΣ, .;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/191821
191553;Αρ. Πρωτ. οικ.33086/5096/21-04-2023 Δυναμικό Σύστημα Αγορών ΠΕ Λευκάδας;Ανάθεση συμβάσεων παροχής υπηρεσιών μεταφοράς μαθητών δημοσίων σχολείων χωρικής αρμοδιότητας Π.Ε Λευκάδας για τα σχολικά έτη 2023-2024, 2024-2025 και 2025-2026 με δικαίωμα τετράμηνης παράτασης (ήτοι έως 31.12.2026) με δικαίωμα προαίρεσης, προϋπολογισμού 1.346.892,96 € άνευ Φ.Π.Α (1.521.989,05€ με Φ.Π.Α 13%)άνω των ορίων μέσω ΔΥΝΑΜΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ ΑΓΟΡΩΝ (ΔΣΑ);0;2023-04-26;2023-04-26;2026-08-31;;;ΠΕΡΙΦΕΡΕΙΑ ΙΟΝΙΩΝ ΝΗΣΩΝ- ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΕΥΚΑΔΑΣ, ΓΕΝ. Δ/ΝΣΗ ΔΙΟΙΚΗΣΗΣ , ΟΙΚΟΝ/ΚΩΝ & ΠΛΗΡΟΦΟΡΙΚΗΣ, ΔΙΕΥΘΥΝΣΗ ΔΙΟΙΚΗΤΙΚΟΥ ΟΙΚΟΝΟΜΙΚΟΥ ΠΕ ΛΕΥΚΑΔΑΣ, ΤΜΗΜΑ ΔΙΟΙΚΗΣΗΣ , ΑΝΘΡΩΠΙΝΩΝ ΠΟΡΩΝ & ΜΙΣΘΟΔΟΣΙΑΣ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/191553
191190;Δ.Σ.Α. Μ.Ε.ΘΕΣΣΑΛΟΝΙΚΗΣ ΜΕΤΑΦΟΡΑ ΜΑΘΗΤΩΝ ΣΧ.ΕΤΗ 2023-2024,2024-2025,2025-2026;Αντικείμενο του παρόντος ΔΣΑ είναι η ανάθεση επιμέρους συμβάσεων παροχής υπηρεσιών μεταφοράς μαθητών δημόσιων σχολείων, χωρικής αρμοδιότητας Μητροπολιτικής Ενότητας Θεσσαλονίκης της ΠΚΜ, σχολικών ετών 2023-2024, 2024-2025 και 2025-2026. Ειδικότερα, κάθε ανάδοχος αναλαμβάνει την υποχρέωση να διαθέτει για όλη τη διάρκεια της σύμβασης, κατά τις καθορισμένες ημέρες και ώρες λειτουργίας των σχολείων, τα απαιτούμενα οχήματα για τη μεταφορά των μαθητών, για τα δρομολόγια που του έχουν ανατεθεί.;0;2023-04-26;2023-04-26;2026-06-30;;;ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ, ΕΣΩΤΕΡΙΚΗΣ ΛΕΙΤΟΥΡΓΙΑΣ, ., .;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/191190
191263,2;239786(1701) ΔΣΑ ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ 2023-2027;ΔΥΝΑΜΙΚΟ ΣΥΣΤΗΜΑ ΑΓΟΡΩΝ (ΔΣΑ) για την ανάθεση συμβάσεων παροχής υπηρεσιών μεταφοράς μαθητών χωρικής αρμοδιότητας Π.Ε. Κιλκίς για τα σχολικά έτη 2023-2024, 2024-2025, 2025-2026 και 2026-2027.;0;2023-04-18;2023-04-18;2027-06-30;;;ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - Π.Ε. ΚΙΛΚΙΣ, ., ΔΙΟΙΚΗΤΙΚΟΥ-ΟΙΚΟΝΟΜΙΚΟΥ ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΙΛΚΙΣ, ΠΡΟΜΗΘΕΙΩΝ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/191263,2
185228;ΔΣΑ ΑΝΑΘΕΣΗΣ ΣΥΜΒΑΣΕΩΝ ΠΑΡ. ΥΠΗΡΕΣΙΩΝ ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ ΠΕ ΦΛΩΡΙΝΑΣ Σ.Ε. 2023-26;ΔΥΝΑΜΙΚΟ ΣΥΣΤΗΜΑ ΑΓΟΡΩΝ ΑΝΑΘΕΣΗΣ ΣΥΜΒΑΣΕΩΝ ΠΑΡΟΧΗΣ ΥΠΗΡΕΣΙΩΝ ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ Π.Ε. ΦΛΩΡΙΝΑΣ ΣΧΟΛΙΚΩΝ ΕΤΩΝ 2023-24, 2024-25 ΚΑΙ 2025-26;0;2023-03-29;2023-03-29;2026-12-31;;;ΠΕΡΙΦ. ΔΥΤ. ΜΑΚΕΔΟΝΙΑΣ - ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΦΛΩΡΙΝΑΣ, ΕΣΩΤΕΡΙΚΗΣ ΛΕΙΤΟΥΡΓΙΑΣ, ΔΙΟΙΚΗΤΙΚΟΥ- ΟΙΚΟΝΟΜΙΚΟΥ, ΠΡΟΜΗΘΕΙΩΝ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/185228
188581;ΔΥΝΑΜΙΚΟ ΣΥΣΤΗΜΑ ΑΓΟΡΩΝ-Π.Ε. ΠΕΛΛΑΣ-ΜΕΤΑΦΟΡΑ ΜΑΘΗΤΩΝ 2023-2027;"ΔΙΑΚΗΡΥΞΗ ΜΕ ΤΗΝ ΔΙΑΔΙΚΑΣΙΑ ΕΦΑΡΜΟΓΗΣ ΔΥΝΑΜΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ ΑΓΟΡΩΝ &#8211; Δ.Σ.Α. (ΑΝΩ ΤΩΝ ΟΡΙΩΝ) ΓΙΑ ΤΗΝ ΑΝΑΘΕΣΗ ΥΠΗΡΕΣΙΩΝ ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ ΠΡΩΤΟΒΑΘΜΙΑΣ ΚΑΙ ΔΕΥΤΕΡΟΒΑΘΜΙΑΣ ΕΚΠΑΙΔΕΥΣΗΣ ΧΩΡΙΚΗΣ ΑΡΜΟΔΙΟΤΗΤΑΣ Π.Ε. ΠΕΛΛΑΣ ΓΙΑ ΤΑ ΣΧΟΛΙΚΑ ΕΤΗ 2023-2024, 2024-2025, 2025-2026 & 2026-2027, ΣΥΝΟΛΙΚΟΥ ΠΡΟΫΠΟΛΟΓΙΣΜΟΥ 15.000.000,00 ΕΥΡΩ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΟΥ Φ.Π.Α. ΚΑΙ ΔΙΚΑΙΩΜΑΤΩΝ ΠΡΟΑΙΡΕΣΗΣ.";0;2023-03-21;2023-03-22;2027-06-30;;;ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΕΛΛΑΣ, ΕΣΩΤΕΡΙΚΗΣ ΛΕΙΤΟΥΡΓΙΑΣ, ΔΙΟΙΚΗΤΙΚΟΥ ΟΙΚΟΝΟΜΙΚΟ, ΠΡΟΜΗΘΕΙΩΝ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/188581
185369;171389(1427)/10-03-2023;Διακήρυξη εφαρμογής δυναμικού συστήματος αγορών-Δ.Σ.Α. (άνω των ορίων) για την ανάθεση υπηρεσιών μεταφοράς μαθητών Πρωτοβάθμιας και Δευτεροβάθμιας Εκπαίδευσης χωρικής αρμοδιότητας Π.Ε. Σερρών για τα σχολικά έτη 2023-2024, 2024-2025 και 2025-2026.;0;2023-03-16;2023-03-17;2026-08-31;;;ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ, ., ., ΠΡΟΜΗΘΕΙΩΝ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/185369
186783;21327/4753/14.3.2023;Διαγωνισμός μέσω Δυναμικού Συστήματος Αγοράς με τη χρήση του ΕΣΗΔΗΣ για την επιλογή αναδόχων σύμβασης για την ανάθεση μεταφοράς φυσικών προσώπων στις εγκαταστάσεις του πιστοποιημένου Φορέα του Εθνικού Συστήματος Κοινωνικής Φροντίδας «ΥΠΕΡΙΩΝ» για τα οικονομικά έτη 2023, 2024 και 2025;0;2023-03-14;2023-03-20;2025-12-31;;;ΠΕΡΙΦΕΡΕΙΑ ΙΟΝΙΩΝ ΝΗΣΩΝ, ΕΣΩΤΕΡΙΚΗΣ ΛΕΙΤΟΥΡΓΙΑΣ, ΔΙΟΙΚΗΤΙΚΟΥ - ΟΙΚΟΝΟΜΙΚΟΥ ΠΕΡΙΦΕΡΕΙΑΚΗΣ ΕΝΟΤΗΤΑΣ ΚΕΦΑΛΛΗΝΙΑΣ, ΠΡΟΜΗΘΕΙΩΝ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/186783
177477;3/2023 ΕΠΑΝ. ΔΥΝΑΜΙΚΟ ΣΥΣΤΗΜΑ ΑΓΟΡΩΝ(ΔΣΑ) ΓΙΑ ΤΗΝ ΠΡΟΜ. ΤΡΟΦΙΜΩΝ (CPV15000000-8);3/2023 ΕΠΑΝΑΛΗΠΤΙΚΗ ΕΦΑΡΜΟΓΗ ΔΥΝΑΜΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ ΑΓΟΡΩΝ (ΔΣΑ) ΓΙΑ ΤΗΝ ΠΡΟΜΗΘΕΙΑ ΤΡΟΦΙΜΩΝ (ΤΡΟΦΙΜΑ, ΠΟΤΑ, ΚΑΠΝΟΣ ΚΑΙ ΣΥΝΑΦΗ ΠΡΟΙΟΝΤΑ CPV 15000000-8).;0;2023-02-10;2023-02-13;2026-12-31;;;Γ.Ν. ΧΑΝΙΩΝ-Θ.Ψ.Π. ΧΑΝΙΩΝ, ., ., ΓΡ.ΠΡΟΜΗΘΕΙΩΝ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/177477
182807;2. ΔΥΝΑΜΙΚΟ ΣΥΣΤΗΜΑ ΑΓΟΡΩΝ ΠΑΡΟΧΗΣ ΥΠΗΡΕΣΙΩΝ ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ ΠΕ ΕΒΡΟΥ;ΔΙΑΚΗΡΥΞΗ ΔΥΝΑΜΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ ΑΓΟΡΩΝ (ΔΣΑ) ΓΙΑ ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ ΠΕ ΕΒΡΟΥ, ΣΧΟΛΙΚΩΝ ΕΤΩΝ 2022-2023, 2023-2024 ΚΑΙ 2024-2025, ΓΙΑ ΔΙΑΣΤΗΜΑ ΜΕΧΡΙ ΤΟ ΤΕΛΟΣ ΙΣΧΥΟΣ ΤΟΥ ΔΣΑ;0;2023-01-26;2023-01-26;2025-08-31;;;ΠΕΡΙΦΕΡΕΙΑ ΑΝΑΤ. ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ-ΠΕ ΕΒΡΟΥ, ΕΣΩΤΕΡΙΚΗΣ ΛΕΙΤΟΥΡΓΙΑΣ, ΔΙΟΙΚΗΤΙΚΟΥ-ΟΙΚΟΝΟΜΙΚΟΥ, ΠΡΟΜΗΘΕΙΩΝ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/182807
178821;Δυναμικό σύστημα αγορών μεταφοράς μαθητών ΠΕ Καβάλας 2022-23, 2023-24, 2024-25;Δυναμικό σύστημα αγορών μεταφοράς μαθητών ΠΕ Καβάλας 2022-23, 2023-24, 2024-25;0;2023-01-24;2023-01-24;2025-08-31;;;ΠΕΡΙΦΕΡΕΙΑ ΑΝΑΤ. ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ, ., ΑΝΑΠΤΥΞΗΣ ΠΕΡΙΦ.ΕΝΟΤΗΤΑΣ ΚΑΒΑΛΑΣ, ΕΜΠΟΡΙΟΥ ΚΑΙ ΤΟΥΡΙΣΜΟΥ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/178821
